trace_id,speed_phase,cvd_slope,anti_delta,rts_state,hostility_score,verdict,reason
trace_0236,EXPANDING,FLAT,52,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0237,REACCELERATION,EXPANDING,71,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0238,DECAY,EXPANDING,89,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0239,REACCELERATION,FLAT,86,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0240,REACCELERATION,DIVERGENT,76,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0241,EXPANDING,EXPANDING,36,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0242,REACCELERATION,FLAT,82,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0243,EXPANDING,EXPANDING,50,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0244,DECAY,EXPANDING,21,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0245,DECAY,FLAT,34,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0246,REACCELERATION,EXPANDING,39,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0247,REACCELERATION,DIVERGENT,54,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0248,REACCELERATION,FLAT,51,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0249,REACCELERATION,DIVERGENT,44,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0250,DECAY,DIVERGENT,37,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0251,EXPANDING,FLAT,73,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0252,REACCELERATION,DIVERGENT,20,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0253,REACCELERATION,DIVERGENT,95,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0254,DECAY,DIVERGENT,39,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0255,REACCELERATION,DIVERGENT,62,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0256,DECAY,DIVERGENT,61,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0257,EXPANDING,DIVERGENT,69,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0258,EXPANDING,FLAT,80,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0259,DECAY,FLAT,39,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0260,REACCELERATION,EXPANDING,95,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0261,REACCELERATION,EXPANDING,76,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0262,EXPANDING,DIVERGENT,21,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0263,DECAY,EXPANDING,39,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0264,EXPANDING,FLAT,53,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0265,REACCELERATION,DIVERGENT,30,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0266,REACCELERATION,DIVERGENT,68,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0267,REACCELERATION,DIVERGENT,82,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0268,DECAY,EXPANDING,50,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0269,DECAY,DIVERGENT,49,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0270,DECAY,EXPANDING,32,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0271,DECAY,DIVERGENT,76,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0272,EXPANDING,DIVERGENT,23,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0273,EXPANDING,FLAT,57,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0274,REACCELERATION,FLAT,51,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0275,DECAY,FLAT,43,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0276,EXPANDING,EXPANDING,68,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0277,DECAY,DIVERGENT,94,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0278,EXPANDING,EXPANDING,52,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0279,REACCELERATION,FLAT,79,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0280,REACCELERATION,DIVERGENT,29,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0281,REACCELERATION,FLAT,58,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0282,DECAY,FLAT,78,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0283,REACCELERATION,EXPANDING,81,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0284,EXPANDING,EXPANDING,65,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0285,DECAY,FLAT,57,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0286,EXPANDING,DIVERGENT,21,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0287,DECAY,DIVERGENT,26,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0288,DECAY,DIVERGENT,56,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0289,EXPANDING,DIVERGENT,48,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0290,DECAY,EXPANDING,37,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0291,DECAY,EXPANDING,25,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0292,REACCELERATION,FLAT,66,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0293,DECAY,EXPANDING,57,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0294,REACCELERATION,DIVERGENT,45,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0295,EXPANDING,DIVERGENT,66,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0296,DECAY,DIVERGENT,41,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0297,REACCELERATION,FLAT,57,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0298,DECAY,FLAT,79,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0299,EXPANDING,EXPANDING,48,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0300,DECAY,DIVERGENT,70,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0301,DECAY,FLAT,70,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0302,EXPANDING,FLAT,78,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0303,REACCELERATION,DIVERGENT,53,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0304,DECAY,FLAT,67,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0305,EXPANDING,DIVERGENT,23,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0306,DECAY,DIVERGENT,48,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0307,DECAY,EXPANDING,79,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0308,DECAY,FLAT,34,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0309,EXPANDING,EXPANDING,58,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0310,REACCELERATION,EXPANDING,88,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0311,EXPANDING,FLAT,89,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0312,REACCELERATION,DIVERGENT,39,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0313,REACCELERATION,DIVERGENT,82,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0314,DECAY,FLAT,55,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0315,EXPANDING,DIVERGENT,76,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0316,REACCELERATION,EXPANDING,32,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0317,DECAY,FLAT,65,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0318,EXPANDING,FLAT,35,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0319,REACCELERATION,EXPANDING,22,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0320,EXPANDING,FLAT,36,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0321,DECAY,EXPANDING,90,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0322,EXPANDING,DIVERGENT,49,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0323,REACCELERATION,EXPANDING,20,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0324,REACCELERATION,EXPANDING,89,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0325,REACCELERATION,EXPANDING,23,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0326,EXPANDING,EXPANDING,50,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0327,DECAY,FLAT,53,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0328,EXPANDING,EXPANDING,87,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0329,EXPANDING,DIVERGENT,77,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0330,REACCELERATION,DIVERGENT,77,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0331,DECAY,EXPANDING,25,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0332,DECAY,DIVERGENT,78,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0333,DECAY,EXPANDING,81,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0334,REACCELERATION,FLAT,82,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0335,DECAY,FLAT,30,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0336,REACCELERATION,DIVERGENT,36,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0337,REACCELERATION,DIVERGENT,90,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0338,DECAY,FLAT,87,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0339,REACCELERATION,FLAT,75,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0340,EXPANDING,DIVERGENT,90,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0341,DECAY,EXPANDING,49,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0342,REACCELERATION,FLAT,71,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0343,REACCELERATION,DIVERGENT,74,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0344,REACCELERATION,DIVERGENT,39,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0345,DECAY,FLAT,30,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0346,EXPANDING,FLAT,67,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0347,EXPANDING,DIVERGENT,91,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0348,DECAY,FLAT,72,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0349,REACCELERATION,DIVERGENT,74,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0350,DECAY,EXPANDING,59,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0351,REACCELERATION,EXPANDING,47,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0352,EXPANDING,DIVERGENT,33,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0353,REACCELERATION,DIVERGENT,55,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0354,DECAY,EXPANDING,91,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0355,DECAY,DIVERGENT,91,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0356,EXPANDING,DIVERGENT,54,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0357,EXPANDING,EXPANDING,59,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0358,REACCELERATION,FLAT,38,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0359,DECAY,DIVERGENT,38,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0360,DECAY,DIVERGENT,31,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0361,DECAY,DIVERGENT,73,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0362,REACCELERATION,FLAT,59,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0363,DECAY,FLAT,92,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0364,DECAY,EXPANDING,39,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0365,EXPANDING,DIVERGENT,30,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0366,REACCELERATION,FLAT,82,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0367,DECAY,FLAT,47,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0368,DECAY,EXPANDING,34,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0369,REACCELERATION,DIVERGENT,82,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0370,DECAY,DIVERGENT,48,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0371,REACCELERATION,DIVERGENT,46,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0372,REACCELERATION,EXPANDING,52,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0373,REACCELERATION,FLAT,83,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0374,DECAY,FLAT,68,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0375,DECAY,DIVERGENT,91,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0376,DECAY,FLAT,25,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0377,REACCELERATION,EXPANDING,29,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0378,REACCELERATION,DIVERGENT,71,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0379,DECAY,DIVERGENT,34,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0380,REACCELERATION,EXPANDING,41,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0381,DECAY,FLAT,66,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0382,EXPANDING,FLAT,51,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0383,REACCELERATION,DIVERGENT,30,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0384,REACCELERATION,FLAT,48,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0385,REACCELERATION,EXPANDING,34,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0386,DECAY,DIVERGENT,64,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0387,REACCELERATION,DIVERGENT,38,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0388,EXPANDING,EXPANDING,45,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0389,EXPANDING,DIVERGENT,29,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0390,EXPANDING,DIVERGENT,92,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0391,DECAY,FLAT,92,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0392,DECAY,DIVERGENT,61,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0393,DECAY,FLAT,28,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0394,REACCELERATION,FLAT,55,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0395,DECAY,EXPANDING,29,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0396,REACCELERATION,FLAT,27,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0397,REACCELERATION,FLAT,31,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0398,DECAY,DIVERGENT,79,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0399,DECAY,DIVERGENT,25,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0400,REACCELERATION,DIVERGENT,61,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0401,DECAY,FLAT,27,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0402,REACCELERATION,EXPANDING,63,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0403,DECAY,EXPANDING,42,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0404,EXPANDING,EXPANDING,76,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0405,DECAY,DIVERGENT,66,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0406,REACCELERATION,FLAT,63,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0407,DECAY,DIVERGENT,62,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0408,EXPANDING,FLAT,69,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0409,REACCELERATION,FLAT,39,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0410,REACCELERATION,EXPANDING,38,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0411,REACCELERATION,FLAT,70,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0412,EXPANDING,DIVERGENT,30,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0413,REACCELERATION,DIVERGENT,62,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0414,EXPANDING,DIVERGENT,87,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0415,EXPANDING,DIVERGENT,85,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0416,REACCELERATION,EXPANDING,43,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0417,EXPANDING,FLAT,82,LIQUIDATION_WARNING,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0418,EXPANDING,EXPANDING,39,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0419,EXPANDING,FLAT,32,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0420,DECAY,DIVERGENT,87,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0421,EXPANDING,DIVERGENT,36,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0422,DECAY,FLAT,43,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0423,DECAY,DIVERGENT,41,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0424,DECAY,FLAT,66,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0425,DECAY,DIVERGENT,76,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0426,DECAY,FLAT,77,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0427,EXPANDING,DIVERGENT,80,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0428,EXPANDING,FLAT,93,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0429,REACCELERATION,FLAT,68,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0430,DECAY,DIVERGENT,40,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0431,EXPANDING,DIVERGENT,52,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0432,EXPANDING,DIVERGENT,67,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0433,DECAY,EXPANDING,86,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0434,EXPANDING,FLAT,40,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0435,REACCELERATION,FLAT,38,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0436,REACCELERATION,EXPANDING,48,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0437,REACCELERATION,FLAT,73,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0438,EXPANDING,FLAT,50,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0439,REACCELERATION,EXPANDING,23,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0440,REACCELERATION,EXPANDING,62,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0441,EXPANDING,EXPANDING,80,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0442,DECAY,EXPANDING,80,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0443,REACCELERATION,DIVERGENT,30,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0444,EXPANDING,FLAT,39,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0445,DECAY,DIVERGENT,74,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0446,EXPANDING,FLAT,35,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0447,EXPANDING,EXPANDING,78,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0448,EXPANDING,EXPANDING,83,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0449,DECAY,DIVERGENT,85,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0450,DECAY,EXPANDING,57,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0451,REACCELERATION,EXPANDING,50,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0452,DECAY,FLAT,30,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0453,DECAY,FLAT,87,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0454,DECAY,DIVERGENT,84,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0455,DECAY,EXPANDING,80,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0456,EXPANDING,DIVERGENT,67,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0457,REACCELERATION,DIVERGENT,28,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0458,REACCELERATION,EXPANDING,33,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0459,DECAY,DIVERGENT,37,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0460,EXPANDING,FLAT,42,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0461,DECAY,FLAT,81,LIQUIDATION_WARNING,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0462,DECAY,EXPANDING,28,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0463,DECAY,FLAT,45,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0464,EXPANDING,EXPANDING,60,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0465,REACCELERATION,DIVERGENT,89,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0466,REACCELERATION,FLAT,44,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0467,REACCELERATION,FLAT,26,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0468,DECAY,FLAT,67,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0469,REACCELERATION,FLAT,69,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0470,REACCELERATION,EXPANDING,83,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0471,REACCELERATION,DIVERGENT,30,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
